chapter_topic,page_topic,prompt
 Examining Distributions,Chapter 3 Review Questions 2,"12. If the distribution of <code>Fat</code>&nbsp;were roughly symmetrical and bell-shaped, what would that mean?"
 Examining Distributions,Chapter 3 Review Questions 2,"13. The <code>NutritionStudy</code> data frame includes information on the number of <code>Calories</code> patients consumed per day. Produce a histogram of <code>Calories</code>, without indicating a particular number of bins or a particular bin size. What is the peak of the histogram?"
 Examining Distributions,Visualizing Distributions with Histograms,"# try running this code
gf_histogram(~Thumb, data = Fingers)
"
 Examining Distributions,Visualizing Distributions with Histograms,"# Modify this code to play around with labeling the y-axis
gf_histogram(~ Thumb, data = Fingers) %>%
  gf_labs(x = ""Thumb length (mm)"", y = )
"
 Examining Distributions,Visualizing Distributions with Histograms,"# This sets up our tiny data frame with our outcome variable
outcome <- c(1, 2, 3, 4, 5)
tiny_data <- data.frame(outcome)

# Write code to create a histogram of outcome
"
 Examining Distributions,Visualizing Distributions with Histograms,"# This is the same code as before but we added in another outcome value, 3.2
outcome <- c(1, 2, 3, 4, 5, 3.2)
tiny_data <- data.frame(outcome)

# This makes a histogram with 5 bins
gf_histogram(~ outcome, data = tiny_data, fill = ""aquamarine"", color = ""gray"", bins = 5)
"
 Examining Distributions,Visualizing Distributions with Histograms,"# add 3.7 to the outcome values, then run this code
outcome <- c(1, 2, 3, 4, 5, 3.2)
tiny_data <- data.frame(outcome)

# this makes a histogram with 5 bins
gf_histogram(~ outcome, data = tiny_data, fill = ""aquamarine"", color = ""gray"", bins = 5)
"
 Examining Distributions,Visualizing Distributions with Histograms,"# adjust the number of bins to 50
gf_histogram(~ Thumb, data = Fingers, bins = )

# adjust the number of bins to 5
gf_histogram(~ Thumb, data = Fingers)

# adjust the bin width to 3
gf_histogram(~ Thumb, data = Fingers, binwidth = )

# adjust the bin width to 10
gf_histogram(~ Thumb, data = Fingers)
"
 Examining Distributions,Visualizing Distributions with Histograms,"# This will create a relative frequency histogram of Age
gf_dhistogram(~ Age, data = MindsetMatters, fill = ""coral2"")

# Add code below to create a frequency histogram of Age
"
 Examining Distributions,Visualizing Distributions with Histograms,"Now imagine this. Say we use the same histogram command with just 5 bins, but we add a new number to our variable: 3.2. Which bin do you think it will go in?"
 Examining Distributions,Visualizing Distributions with Histograms,"<p>Which axis represents the variable in these histograms?</p>

<p><img alt=""A histogram of the distribution of Age in MindsetMatters at the upper left. A histogram of the distribution of Thumb in Fingers at the upper right. A histogram of the distribution of LifeExpectancy in HappyPlanetIndex at the lower left. A histogram of the distribution of Population in HappyPlanetIndex at the lower right."" height=""798"" src=""https://assets.learnosity.com/organisations/430/2be05058-c7be-4d59-9fc2-b1274e6035d8.png"" width=""1096"" /></p>
"
 Examining Distributions,Visualizing Distributions with Histograms,"If the x-axis represents the variable, what does the y-axis represent in these histograms?"
 Examining Distributions,Visualizing Distributions with Histograms,"If we wanted to change the x-axis to a different variable like <code>MathAnxious</code> (a measure of math anxiety), where would we put it? (Drag the variable name to the appropriate location in the R code.)"
 Examining Distributions,Visualizing Distributions with Histograms,"If we added another data point, 3.7, which bin would it go in?"
 Examining Distributions,Visualizing Distributions with Histograms,This histogram shows the same data with <code>binwidth = 4</code>. Why are there only two columns?
 Examining Distributions,Visualizing Distributions with Histograms,When do you tend to see lots of gaps between blocks in your histogram? (Check all that apply.)
 Examining Distributions,Visualizing Distributions with Histograms,"When do you tend to see clumpy, big blocks of data in your histogram? (Check all that apply.)"
 Examining Distributions,Visualizing Distributions with Histograms,"<p>What differs between the density histogram and the frequency histogram? (Check all that apply.)</p>

<p><img alt=""A density histogram of the distribution of ages in MindsetMatters on the left. A frequency histogram of the distribution of ages in MindsetMatters on the right."" height=""434"" src=""https://assets.learnosity.com/organisations/430/714d6031-b083-48ca-95da-653c4db7164f.png"" width=""1106"" /></p>
"
 Examining Distributions,"Shape, Center, Spread, and Weird Things","# make a density histogram of Thumb in the Fingers data frame
"
 Examining Distributions,"Shape, Center, Spread, and Weird Things","If our theory is correct, that some students reported their thumb lengths in centimeters instead of millimeters, what kind of error would this be?"
 Examining Distributions,"Shape, Center, Spread, and Weird Things","<p>How might you characterize this distribution?(Check all that apply.)</p>
<code>gf_histogram(~ LifeExpectancy, data = HappyPlanetIndex)</code>

<p><img alt=""A histogram of the distribution of LifeExpectancy in HappyPlanetIndex. The distribution has two clumps of scores around two parts of the x-axis, with few counts in the middle. The distribution is spread across the x-axis with a skinny longer tail on the left."" height=""309"" src=""https://assets.learnosity.com/organisations/430/585dba87-18a0-4aa0-823c-e57c49f2bf36.png"" width=""600"" /></p>
"
 Examining Distributions,"Shape, Center, Spread, and Weird Things","<p>How might you characterize this distribution? (Check all that apply.)</p>

<p><code>gf_histogram(~ Population, data = HappyPlanetIndex)</code></p>

<p><img alt=""A histogram of the distribution of Population in HappyPlanetIndex. Most scores are clustered on the very left of the x-axis, with a short tail going out to the right."" height=""308"" src=""https://assets.learnosity.com/organisations/430/6eca4eda-0b44-4b7b-bc3d-b532e224b496.png"" width=""600"" /></p>
"
 Examining Distributions,The Back and Forth Between Data and the DGP,"model_pop <- 1:6

# This samples the same way 12 times
resample(model_pop, 12)

# Will this accomplish the same thing?
# Do not change the code --- just submit it
sample(model_pop, 12)
"
 Examining Distributions,The Back and Forth Between Data and the DGP,"# This creates our model population
model_pop <- 1:6

# Write code to create a relative frequency histogram of our model population.
# Remember to include bins as an argument.
"
 Examining Distributions,The Back and Forth Between Data and the DGP,Do you think the distribution of this sample of 12 die rolls would look the same as the population distribution above?
 Examining Distributions,The Back and Forth Between Data and the DGP (Continued),"model_pop <- 1:6
sample1 <- resample(model_pop, 12)

# Write code to create a relative frequency histogram
# Remember to put in bins as an argument
# Don't use any custom coloring
"
 Examining Distributions,The Back and Forth Between Data and the DGP (Continued),"model_pop <- 1:6

# Modify this code from 12 dice rolls to 24 dice rolls
sample2 <- resample(model_pop, 12)

# This will create a density histogram
gf_dhistogram(~ sample2, color = ""darkgray"", fill = ""springgreen"", bins = 6)
"
 Examining Distributions,The Back and Forth Between Data and the DGP (Continued),"model_pop <- 1:6

# create samples #3, #4, #5 of 24 dice rolls
sample3 <-
sample4 <-
sample5 <-

# this will create a density histogram of your sample3
# add onto it to include a density plot
gf_dhistogram(~ sample3, color = ""darkgray"", fill = ""springgreen"", bins = 6)

# create density histograms of sample4 and sample5 with density plots
"
 Examining Distributions,The Back and Forth Between Data and the DGP (Continued),"model_pop <- 1:6

# create a sample with 1000 rolls of a die
large_sample <-

# this will create a density histogram of your large_sample
gf_dhistogram(~ large_sample, color = ""darkgray"", fill = ""springgreen"", bins = 6)
"
 Examining Distributions,The Back and Forth Between Data and the DGP (Continued),"# Create a sample that draws 24 times from w_pop
small_sample <-

# This will create a density histogram of your small_sample
gf_dhistogram(~ small_sample, color = ""darkgray"", fill = ""mistyrose"", bins = 6)
"
 Examining Distributions,The Back and Forth Between Data and the DGP (Continued),"# create a sample that draws 1000 times from w_pop
large_sample <-

# this will create a density histogram of your large_sample
gf_dhistogram(~ large_sample, color = ""darkgray"", fill = ""mistyrose"", bins = 6)
"
 Examining Distributions,The Back and Forth Between Data and the DGP (Continued),Which code would you use to accomplish this?
 Examining Distributions,The Back and Forth Between Data and the DGP (Continued),"If you saw a study with a small sample that contradicts the results of a similar study with a very large sample, which one should you trust?"
 Examining Distributions,The Five-Number Summary,"# Write code to sort Wt from lowest to highest
"
 Examining Distributions,The Five-Number Summary,"# Modify the code to get favstats for Population of countries in HappyPlanetIndex
favstats()
"
 Examining Distributions,The Five-Number Summary,"# make a histogram of Population from HappyPlanetIndex using gf_histogram
"
 Examining Distributions,The Five-Number Summary,"# Based on the numbers from the favstats results above, use R as a calculator to find the range of Wt in MindsetMatters
"
 Examining Distributions,The Five-Number Summary,"# Use R as a calculator to find the IQR of Population from the HappyPlanetIndex data set
"
 Examining Distributions,The Five-Number Summary,"In this case, the median weight (145) is equally distant from the minimum weight (about 90-ish pounds), as it is from the maximum weight (about 200-ish pounds). What does this tell you about the distribution?"
